run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
SRR2923327	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/007/SRR2923327/SRR2923327.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/007/SRR2923327
SRR2923350	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/000/SRR2923350/SRR2923350.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/000/SRR2923350
SRR2923351	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/001/SRR2923351/SRR2923351.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/001/SRR2923351
SRR2923352	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/002/SRR2923352/SRR2923352.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/002/SRR2923352
SRR2923355	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/005/SRR2923355/SRR2923355.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/005/SRR2923355
SRR2923362	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/002/SRR2923362/SRR2923362.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/002/SRR2923362
SRR2923369	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/009/SRR2923369/SRR2923369.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/009/SRR2923369
SRR2923371	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/001/SRR2923371/SRR2923371.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/001/SRR2923371
SRR2923373	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/003/SRR2923373/SRR2923373.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/003/SRR2923373
SRR2923380	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/000/SRR2923380/SRR2923380.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/000/SRR2923380
SRR2923385	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/005/SRR2923385/SRR2923385.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/005/SRR2923385
SRR2923387	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/007/SRR2923387/SRR2923387.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/007/SRR2923387
SRR2923397	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/007/SRR2923397/SRR2923397.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/007/SRR2923397
SRR2923399	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/009/SRR2923399/SRR2923399.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/009/SRR2923399
SRR2923747	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/007/SRR2923747/SRR2923747.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/007/SRR2923747
SRR2923748	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/008/SRR2923748/SRR2923748.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/008/SRR2923748
SRR2923749	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/009/SRR2923749/SRR2923749.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/009/SRR2923749
SRR2923751	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/001/SRR2923751/SRR2923751.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/001/SRR2923751
SRR2923752	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/002/SRR2923752/SRR2923752.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/002/SRR2923752
SRR2923754	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/004/SRR2923754/SRR2923754.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/004/SRR2923754
SRR2923757	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/007/SRR2923757/SRR2923757.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/007/SRR2923757
SRR2923763	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/003/SRR2923763/SRR2923763.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/003/SRR2923763
SRR2923771	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/001/SRR2923771/SRR2923771.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/001/SRR2923771
SRR2923772	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/002/SRR2923772/SRR2923772.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/002/SRR2923772
SRR2923789	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/009/SRR2923789/SRR2923789.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/009/SRR2923789
SRR2923799	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/009/SRR2923799/SRR2923799.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/009/SRR2923799
SRR2923808	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/008/SRR2923808/SRR2923808.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/008/SRR2923808
SRR2923811	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/001/SRR2923811/SRR2923811.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/001/SRR2923811
SRR2924489	SAMN04274820	SRX1437883	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/009/SRR2924489/SRR2924489.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/009/SRR2924489
SRR2924490	SAMN04274820	SRX1437884	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/000/SRR2924490/SRR2924490.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/000/SRR2924490
SRR2924507	SAMN04274820	SRX1437900	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/007/SRR2924507/SRR2924507.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/007/SRR2924507
SRR2924514	SAMN04274820	SRX1437907	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/004/SRR2924514/SRR2924514.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/004/SRR2924514
SRR2924517	SAMN04274820	SRX1437910	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/007/SRR2924517/SRR2924517.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/007/SRR2924517
SRR2924525	SAMN04274820	SRX1437918	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/005/SRR2924525/SRR2924525.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/005/SRR2924525
SRR2924473	SAMN04274820	SRX1437868	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/003/SRR2924473/SRR2924473.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/003/SRR2924473
SRR2924485	SAMN04274820	SRX1437880	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/005/SRR2924485/SRR2924485.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/005/SRR2924485
SRR2924511	SAMN04274820	SRX1437904	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/001/SRR2924511/SRR2924511.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/001/SRR2924511
SRR2924513	SAMN04274820	SRX1437906	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/003/SRR2924513/SRR2924513.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/003/SRR2924513
SRR2924521	SAMN04274820	SRX1437914	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/001/SRR2924521/SRR2924521.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/001/SRR2924521
SRR2924529	SAMN04274820	SRX1437923	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/009/SRR2924529/SRR2924529.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/009/SRR2924529
SRR2924542	SAMN04274820	SRX1437935	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/002/SRR2924542/SRR2924542.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/002/SRR2924542
SRR2924474	SAMN04274820	SRX1437869	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/004/SRR2924474/SRR2924474.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/004/SRR2924474
SRR2924484	SAMN04274820	SRX1437879	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/004/SRR2924484/SRR2924484.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/004/SRR2924484
SRR2924487	SAMN04274820	SRX1437882	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/007/SRR2924487/SRR2924487.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/007/SRR2924487
SRR2924494	SAMN04274820	SRX1437887	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/004/SRR2924494/SRR2924494.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/004/SRR2924494
SRR2924495	SAMN04274820	SRX1437888	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/005/SRR2924495/SRR2924495.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/005/SRR2924495
SRR2924502	SAMN04274820	SRX1437895	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/002/SRR2924502/SRR2924502.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/002/SRR2924502
SRR2924503	SAMN04274820	SRX1437896	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/003/SRR2924503/SRR2924503.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/003/SRR2924503
SRR2924508	SAMN04274820	SRX1437901	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/008/SRR2924508/SRR2924508.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/008/SRR2924508
SRR2924519	SAMN04274820	SRX1437912	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/009/SRR2924519/SRR2924519.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/009/SRR2924519
SRR2924524	SAMN04274820	SRX1437917	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/004/SRR2924524/SRR2924524.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/004/SRR2924524
SRR2924531	SAMN04274820	SRX1437925	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/001/SRR2924531/SRR2924531.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/001/SRR2924531
SRR2924536	SAMN04274820	SRX1437929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/006/SRR2924536/SRR2924536.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/006/SRR2924536
SRR2924540	SAMN04274820	SRX1437933	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/000/SRR2924540/SRR2924540.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/000/SRR2924540
SRR2924547	SAMN04274820	SRX1437940	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/007/SRR2924547/SRR2924547.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/007/SRR2924547
SRR2923354	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/004/SRR2923354/SRR2923354.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/004/SRR2923354
SRR2923356	SAMN04272978	SRX1435929	PRJNA302437	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/006/SRR2923356/SRR2923356.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR292/006/SRR2923356
