run_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
SRR11944201	SAMN15154074	SRS6788226	SRX8488652	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/001/SRR11944201/SRR11944201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/001/SRR11944201/SRR11944201_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/001/SRR11944201
SRR11944207	SAMN15154069	SRS6788221	SRX8488646	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/007/SRR11944207/SRR11944207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/007/SRR11944207/SRR11944207_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/007/SRR11944207
SRR11944209	SAMN15154067	SRS6788219	SRX8488644	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/009/SRR11944209/SRR11944209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/009/SRR11944209/SRR11944209_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/009/SRR11944209
SRR11944213	SAMN15154063	SRS6788215	SRX8488640	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/013/SRR11944213/SRR11944213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/013/SRR11944213/SRR11944213_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/013/SRR11944213
SRR11944215	SAMN15154035	SRS6788213	SRX8488638	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/015/SRR11944215/SRR11944215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/015/SRR11944215/SRR11944215_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/015/SRR11944215
SRR11944225	SAMN15154052	SRS6788203	SRX8488628	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/025/SRR11944225/SRR11944225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/025/SRR11944225/SRR11944225_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/025/SRR11944225
SRR11944226	SAMN15154034	SRS6788202	SRX8488627	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/026/SRR11944226/SRR11944226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/026/SRR11944226/SRR11944226_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/026/SRR11944226
SRR11944227	SAMN15154051	SRS6788201	SRX8488626	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/027/SRR11944227/SRR11944227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/027/SRR11944227/SRR11944227_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/027/SRR11944227
SRR11944233	SAMN15154045	SRS6788195	SRX8488620	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/033/SRR11944233/SRR11944233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/033/SRR11944233/SRR11944233_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/033/SRR11944233
SRR11944238	SAMN15154140	SRS6788190	SRX8488615	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/038/SRR11944238/SRR11944238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/038/SRR11944238/SRR11944238_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/038/SRR11944238
SRR11944240	SAMN15154138	SRS6788188	SRX8488613	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/040/SRR11944240/SRR11944240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/040/SRR11944240/SRR11944240_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/040/SRR11944240
SRR11944241	SAMN15154137	SRS6788187	SRX8488612	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/041/SRR11944241/SRR11944241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/041/SRR11944241/SRR11944241_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/041/SRR11944241
SRR11944243	SAMN15154135	SRS6788185	SRX8488610	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/043/SRR11944243/SRR11944243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/043/SRR11944243/SRR11944243_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/043/SRR11944243
SRR11944248	SAMN15154033	SRS6788180	SRX8488605	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/048/SRR11944248/SRR11944248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/048/SRR11944248/SRR11944248_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/048/SRR11944248
SRR11944249	SAMN15154032	SRS6788179	SRX8488604	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/049/SRR11944249/SRR11944249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/049/SRR11944249/SRR11944249_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/049/SRR11944249
SRR11944140	SAMN15154130	SRS6788288	SRX8488713	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/040/SRR11944140/SRR11944140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/040/SRR11944140/SRR11944140_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/040/SRR11944140
SRR11944143	SAMN15154127	SRS6788285	SRX8488710	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/043/SRR11944143/SRR11944143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/043/SRR11944143/SRR11944143_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/043/SRR11944143
SRR11944144	SAMN15154126	SRS6788284	SRX8488709	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/044/SRR11944144/SRR11944144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/044/SRR11944144/SRR11944144_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/044/SRR11944144
SRR11944147	SAMN15154123	SRS6788281	SRX8488706	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/047/SRR11944147/SRR11944147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/047/SRR11944147/SRR11944147_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/047/SRR11944147
SRR11944149	SAMN15154041	SRS6788279	SRX8488704	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/049/SRR11944149/SRR11944149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/049/SRR11944149/SRR11944149_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/049/SRR11944149
SRR11944150	SAMN15154121	SRS6788278	SRX8488703	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/050/SRR11944150/SRR11944150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/050/SRR11944150/SRR11944150_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/050/SRR11944150
SRR11944152	SAMN15154119	SRS6788276	SRX8488701	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/052/SRR11944152/SRR11944152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/052/SRR11944152/SRR11944152_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/052/SRR11944152
SRR11944153	SAMN15154118	SRS6788275	SRX8488700	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/053/SRR11944153/SRR11944153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/053/SRR11944153/SRR11944153_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/053/SRR11944153
SRR11944154	SAMN15154117	SRS6788274	SRX8488699	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/054/SRR11944154/SRR11944154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/054/SRR11944154/SRR11944154_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/054/SRR11944154
SRR11944155	SAMN15154116	SRS6788273	SRX8488698	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/055/SRR11944155/SRR11944155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/055/SRR11944155/SRR11944155_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/055/SRR11944155
SRR11944156	SAMN15154115	SRS6788272	SRX8488697	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/056/SRR11944156/SRR11944156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/056/SRR11944156/SRR11944156_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/056/SRR11944156
SRR11944168	SAMN15154104	SRS6788260	SRX8488685	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/068/SRR11944168/SRR11944168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/068/SRR11944168/SRR11944168_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/068/SRR11944168
SRR11944169	SAMN15154103	SRS6788259	SRX8488684	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/069/SRR11944169/SRR11944169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/069/SRR11944169/SRR11944169_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/069/SRR11944169
SRR11944171	SAMN15154039	SRS6788257	SRX8488682	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/071/SRR11944171/SRR11944171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/071/SRR11944171/SRR11944171_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/071/SRR11944171
SRR11944173	SAMN15154100	SRS6788255	SRX8488680	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/073/SRR11944173/SRR11944173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/073/SRR11944173/SRR11944173_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/073/SRR11944173
SRR11944174	SAMN15154099	SRS6788254	SRX8488679	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/074/SRR11944174/SRR11944174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/074/SRR11944174/SRR11944174_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/074/SRR11944174
SRR11944175	SAMN15154098	SRS6788253	SRX8488678	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/075/SRR11944175/SRR11944175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/075/SRR11944175/SRR11944175_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/075/SRR11944175
SRR11944180	SAMN15154093	SRS6788248	SRX8488673	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/080/SRR11944180/SRR11944180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/080/SRR11944180/SRR11944180_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/080/SRR11944180
SRR11944181	SAMN15154092	SRS6788247	SRX8488672	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/081/SRR11944181/SRR11944181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/081/SRR11944181/SRR11944181_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/081/SRR11944181
SRR11944183	SAMN15154091	SRS6788245	SRX8488670	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/083/SRR11944183/SRR11944183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/083/SRR11944183/SRR11944183_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/083/SRR11944183
SRR11944186	SAMN15154088	SRS6788242	SRX8488667	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/086/SRR11944186/SRR11944186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/086/SRR11944186/SRR11944186_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/086/SRR11944186
SRR11944193	SAMN15154037	SRS6788234	SRX8488660	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/093/SRR11944193/SRR11944193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/093/SRR11944193/SRR11944193_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/093/SRR11944193
SRR11944200	SAMN15154075	SRS6788228	SRX8488653	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/000/SRR11944200/SRR11944200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/000/SRR11944200/SRR11944200_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/000/SRR11944200
SRR11944203	SAMN15154072	SRS6788225	SRX8488650	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/003/SRR11944203/SRR11944203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/003/SRR11944203/SRR11944203_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/003/SRR11944203
SRR11944204	SAMN15154036	SRS6788224	SRX8488649	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/004/SRR11944204/SRR11944204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/004/SRR11944204/SRR11944204_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/004/SRR11944204
SRR11944210	SAMN15154066	SRS6788218	SRX8488643	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/010/SRR11944210/SRR11944210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/010/SRR11944210/SRR11944210_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/010/SRR11944210
SRR11944211	SAMN15154065	SRS6788216	SRX8488642	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/011/SRR11944211/SRR11944211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/011/SRR11944211/SRR11944211_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/011/SRR11944211
SRR11944212	SAMN15154064	SRS6788217	SRX8488641	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/012/SRR11944212/SRR11944212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/012/SRR11944212/SRR11944212_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/012/SRR11944212
SRR11944214	SAMN15154062	SRS6788214	SRX8488639	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/014/SRR11944214/SRR11944214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/014/SRR11944214/SRR11944214_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/014/SRR11944214
SRR11944217	SAMN15154060	SRS6788211	SRX8488636	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/017/SRR11944217/SRR11944217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/017/SRR11944217/SRR11944217_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/017/SRR11944217
SRR11944219	SAMN15154058	SRS6788209	SRX8488634	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/019/SRR11944219/SRR11944219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/019/SRR11944219/SRR11944219_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/019/SRR11944219
SRR11944222	SAMN15154055	SRS6788206	SRX8488631	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/022/SRR11944222/SRR11944222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/022/SRR11944222/SRR11944222_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/022/SRR11944222
SRR11944224	SAMN15154053	SRS6788204	SRX8488629	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/024/SRR11944224/SRR11944224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/024/SRR11944224/SRR11944224_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/024/SRR11944224
SRR11944228	SAMN15154050	SRS6788200	SRX8488625	PRJNA637763	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/028/SRR11944228/SRR11944228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/028/SRR11944228/SRR11944228_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR119/028/SRR11944228
