run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
ERR4775611	SAMEA7501138	ERX4645447	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/001/ERR4775611/ERR4775611.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775611/Study.ID.20.T.4.S24.R1.001.fq.gz	
ERR4775614	SAMEA7501141	ERX4645450	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/004/ERR4775614/ERR4775614.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775614/Study.ID.21.T.0.S49.R1.001.fq.gz	
ERR4775616	SAMEA7501143	ERX4645452	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/006/ERR4775616/ERR4775616.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775616/Study.ID.21.T.2.S126.R1.001.fq.gz	
ERR4775623	SAMEA7501150	ERX4645459	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/003/ERR4775623/ERR4775623.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775623/Study.ID.22.T.1.S79.R1.001.fq.gz	
ERR4775624	SAMEA7501151	ERX4645460	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/004/ERR4775624/ERR4775624.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775624/Study.ID.22.T.2.S127.R1.001.fq.gz	
ERR4775628	SAMEA7501155	ERX4645464	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/008/ERR4775628/ERR4775628.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775628/Study.ID.22.T.6.S112.R1.001.fq.gz	
ERR4775633	SAMEA7501160	ERX4645469	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/003/ERR4775633/ERR4775633.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775633/Study.ID.23.T.4.S27.R1.001.fq.gz	
ERR4775634	SAMEA7501161	ERX4645470	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/004/ERR4775634/ERR4775634.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775634/Study.ID.23.T.5.S71.R1.001.fq.gz	
ERR4775639	SAMEA7501166	ERX4645475	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/009/ERR4775639/ERR4775639.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775639/Study.ID.24.T.3.S174.R1.001.fq.gz	
ERR4775640	SAMEA7501167	ERX4645476	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/000/ERR4775640/ERR4775640.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775640/Study.ID.24.T.4.S28.R1.001.fq.gz	
ERR4775641	SAMEA7501169	ERX4645477	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/001/ERR4775641/ERR4775641.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775641/Study.ID.24.T.5.S72.R1.001.fq.gz	
ERR4775642	SAMEA7501170	ERX4645478	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/002/ERR4775642/ERR4775642.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775642/Study.ID.24.T.6.S46.R1.001.fq.gz	
ERR4775644	SAMEA7501172	ERX4645480	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/004/ERR4775644/ERR4775644.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775644/Study.ID.25.T.1.S21.R1.001.fq.gz	
ERR4775646	SAMEA7501174	ERX4645482	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/006/ERR4775646/ERR4775646.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775646/Study.ID.25.T.3.S175.R1.001.fq.gz	
ERR4775648	SAMEA7501176	ERX4645484	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/008/ERR4775648/ERR4775648.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775648/Study.ID.25.T.5.S73.R1.001.fq.gz	
ERR4775652	SAMEA7501180	ERX4645488	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/002/ERR4775652/ERR4775652.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775652/Study.ID.26.T.2.S131.R1.001.fq.gz	
ERR4775654	SAMEA7501182	ERX4645490	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/004/ERR4775654/ERR4775654.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775654/Study.ID.26.T.4.S30.R1.001.fq.gz	
ERR4775655	SAMEA7501183	ERX4645491	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/005/ERR4775655/ERR4775655.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775655/Study.ID.26.T.5.S74.R1.001.fq.gz	
ERR4775656	SAMEA7501184	ERX4645492	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/006/ERR4775656/ERR4775656.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775656/Study.ID.26.T.6.S114.R1.001.fq.gz	
ERR4775659	SAMEA7501187	ERX4645495	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/009/ERR4775659/ERR4775659.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775659/Study.ID.27.T.2.S132.R1.001.fq.gz	
ERR4775667	SAMEA7501195	ERX4645503	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/007/ERR4775667/ERR4775667.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775667/Study.ID.29.T.1.S68.R1.001.fq.gz	
ERR4775674	SAMEA7501202	ERX4645510	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/004/ERR4775674/ERR4775674.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775674/Study.ID.3.T.1.S53.R1.001.fq.gz	
ERR4775684	SAMEA7501212	ERX4645520	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/004/ERR4775684/ERR4775684.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775684/Study.ID.30.T.4.S33.R1.001.fq.gz	
ERR4775688	SAMEA7501216	ERX4645524	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/008/ERR4775688/ERR4775688.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775688/Study.ID.31.T.1.S92.R1.001.fq.gz	
ERR4775691	SAMEA7501219	ERX4645527	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/001/ERR4775691/ERR4775691.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775691/Study.ID.31.T.4.S34.R1.001.fq.gz	
ERR4775694	SAMEA7501222	ERX4645530	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/004/ERR4775694/ERR4775694.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775694/Study.ID.32.T.0.S86.R1.001.fq.gz	
ERR4775695	SAMEA7501223	ERX4645531	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/005/ERR4775695/ERR4775695.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775695/Study.ID.32.T.1.S11.R1.001.fq.gz	
ERR4775699	SAMEA7501227	ERX4645535	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/009/ERR4775699/ERR4775699.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775699/Study.ID.32.T.5.S79.R1.001.fq.gz	
ERR4775700	SAMEA7501228	ERX4645536	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/000/ERR4775700/ERR4775700.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775700/Study.ID.32.T.6.S119.R1.001.fq.gz	
ERR4775702	SAMEA7501230	ERX4645538	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/002/ERR4775702/ERR4775702.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775702/Study.ID.34.T.0.S17.R1.001.fq.gz	
ERR4775704	SAMEA7501232	ERX4645540	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/004/ERR4775704/ERR4775704.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775704/Study.ID.34.T.2.S137.R1.001.fq.gz	
ERR4775706	SAMEA7501234	ERX4645542	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/006/ERR4775706/ERR4775706.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775706/Study.ID.34.T.4.S36.R1.001.fq.gz	
ERR4775707	SAMEA7501235	ERX4645543	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/007/ERR4775707/ERR4775707.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775707/Study.ID.34.T.5.S80.R1.001.fq.gz	
ERR4775713	SAMEA7501241	ERX4645549	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/003/ERR4775713/ERR4775713.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775713/Study.ID.36.T.2.S138.R1.001.fq.gz	
ERR4775714	SAMEA7501242	ERX4645550	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/004/ERR4775714/ERR4775714.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775714/Study.ID.36.T.3.S183.R1.001.fq.gz	
ERR4775717	SAMEA7501245	ERX4645553	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/007/ERR4775717/ERR4775717.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775717/Study.ID.36.T.6.S121.R1.001.fq.gz	
ERR4775718	SAMEA7501246	ERX4645554	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/008/ERR4775718/ERR4775718.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775718/Study.ID.37.T.0.S39.R1.001.fq.gz	
ERR4775725	SAMEA7501253	ERX4645561	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/005/ERR4775725/ERR4775725.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775725/Study.ID.38.T.0.S51.R1.001.fq.gz	
ERR4775726	SAMEA7501254	ERX4645562	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/006/ERR4775726/ERR4775726.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775726/Study.ID.38.T.1.S69.R1.001.fq.gz	
ERR4775727	SAMEA7501255	ERX4645563	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/007/ERR4775727/ERR4775727.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775727/Study.ID.38.T.2.S140.R1.001.fq.gz	
ERR4775734	SAMEA7501262	ERX4645570	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/004/ERR4775734/ERR4775734.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775734/Study.ID.39.T.0.S63.R1.001.fq.gz	
ERR4775735	SAMEA7501263	ERX4645571	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/005/ERR4775735/ERR4775735.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775735/Study.ID.39.T.1.S81.R1.001.fq.gz	
ERR4775738	SAMEA7501266	ERX4645574	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/008/ERR4775738/ERR4775738.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775738/Study.ID.39.T.4.S40.R1.001.fq.gz	
ERR4775739	SAMEA7501267	ERX4645575	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/009/ERR4775739/ERR4775739.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775739/Study.ID.39.T.5.S84.R1.001.fq.gz	
ERR4775740	SAMEA7501268	ERX4645576	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/000/ERR4775740/ERR4775740.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775740/Study.ID.39.T.6.S124.R1.001.fq.gz	
ERR4775742	SAMEA7501270	ERX4645578	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/002/ERR4775742/ERR4775742.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775742/Study.ID.4.T.1.S65.R1.001.fq.gz	
ERR4775743	SAMEA7501271	ERX4645579	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/003/ERR4775743/ERR4775743.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775743/Study.ID.4.T.2.S111.R1.001.fq.gz	
ERR4775750	SAMEA7501278	ERX4645586	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/000/ERR4775750/ERR4775750.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775750/Study.ID.40.T.2.S142.R1.001.fq.gz	
ERR4775752	SAMEA7501280	ERX4645588	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/002/ERR4775752/ERR4775752.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775752/Study.ID.40.T.4.S41.R1.001.fq.gz	
ERR4775758	SAMEA7501286	ERX4645594	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/008/ERR4775758/ERR4775758.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775758/Study.ID.41.T.3.S187.R1.001.fq.gz	
ERR4775760	SAMEA7501288	ERX4645596	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/000/ERR4775760/ERR4775760.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775760/Study.ID.41.T.5.S86.R1.001.fq.gz	
ERR4775767	SAMEA7501295	ERX4645603	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/007/ERR4775767/ERR4775767.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775767/Study.ID.43.T.2.S144.R1.001.fq.gz	
ERR4775772	SAMEA7501300	ERX4645608	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/002/ERR4775772/ERR4775772.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775772/Study.ID.44.T.0.S28.R1.001.fq.gz	
ERR4775775	SAMEA7501303	ERX4645611	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/005/ERR4775775/ERR4775775.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775775/Study.ID.44.T.3.S2.R1.001.fq.gz	
ERR4775776	SAMEA7501304	ERX4645612	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/006/ERR4775776/ERR4775776.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775776/Study.ID.44.T.4.S44.R1.001.fq.gz	
ERR4775777	SAMEA7501305	ERX4645613	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/007/ERR4775777/ERR4775777.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775777/Study.ID.44.T.5.S88.R1.001.fq.gz	
ERR4775778	SAMEA7501306	ERX4645614	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/008/ERR4775778/ERR4775778.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775778/Study.ID.44.T.6.S128.R1.001.fq.gz	
ERR4775779	SAMEA7501307	ERX4645615	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/009/ERR4775779/ERR4775779.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775779/Study.ID.45.T.0.S40.R1.001.fq.gz	
ERR4775785	SAMEA7501313	ERX4645621	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/005/ERR4775785/ERR4775785.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775785/Study.ID.46.T.5.S89.R1.001.fq.gz	
ERR4775786	SAMEA7501314	ERX4645622	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/006/ERR4775786/ERR4775786.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775786/Study.ID.46.T.6.S129.R1.001.fq.gz	
ERR4775788	SAMEA7501316	ERX4645624	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/008/ERR4775788/ERR4775788.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775788/Study.ID.46.T.Flare.S108.R1.001.fq.gz	
ERR4775795	SAMEA7501323	ERX4645631	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/005/ERR4775795/ERR4775795.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775795/Study.ID.47.T.6.S130.R1.001.fq.gz	
ERR4775796	SAMEA7501324	ERX4645632	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/006/ERR4775796/ERR4775796.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775796/Study.ID.48.T.0.S76.R1.001.fq.gz	
ERR4775797	SAMEA7501325	ERX4645633	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/007/ERR4775797/ERR4775797.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775797/Study.ID.48.T.1.S70.R1.001.fq.gz	
ERR4775798	SAMEA7501326	ERX4645634	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/008/ERR4775798/ERR4775798.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775798/Study.ID.48.T.2.S148.R1.001.fq.gz	
ERR4775805	SAMEA7501333	ERX4645641	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/005/ERR4775805/ERR4775805.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775805/Study.ID.49.T.2.S149.R1.001.fq.gz	
ERR4775811	SAMEA7501339	ERX4645647	PRJEB37924	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR477/001/ERR4775811/ERR4775811.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR477/ERR4775811/Study.ID.50.T.0.S7.R1.001.fq.gz	
